的 m uj N N O
印度 m ns N N O
太平洋 m ns N N O
战略 m n N N O
” m x N N O
， m x N N O
就 m d N N O
携手 m v N N O
应对 m v N N O
地区 m n N N O
课题 m n N N O
达成 m v N N O
共识 m n N N O
。 e x N N O
报道 b v N N O
还 m d N N O
称 m v Y N O
， m x N N O
双方 m n N N O
在会谈中 m l N N O
还 m d N N O
提到 m v N N O
南海 m ns N N O
问题 m n N N O
， m x N N O
一致 m d N Y O
认为 m v N N O
“ m x N N O
法治 m n N N O
及 m c N N O
确保 m v N N O
航行 m n N N O
自由 m a N Y O
十分 m m N N O
重要 m a N Y O
” m x N N O
。 e x N N O
在 b p N N O
南海 m ns N N O
问题 m n N N O
上 m f N Y O
， m x N N O
河野 m ns N N O
曾多次 m d N N O
在 m p N N O
公开场合 m n N N O
谈及 m v N N O
日方 m n N N O
的 m uj N N O
立场 m n N N O
， m x N N O
即 m v N N O
应该 m v N N O
守护 m v N N O
基于 m p N N O
国际法 m n N N O
的 m uj N N O
各国 m r N N O
船舶 m n N N O
的 m uj N N O
“ m x N N O
航行 m n N N O
自由 m a N Y O
” m x N N O
。 e x N N O
对此 b d N N B
， m x N N M
中国 m ns N N M
外长 m n N N M
王毅曾 m nr N N M
在 m p N N M
首次 m m N N M
与 m p N N M
河野 m ns N N M
太郎 m n N N M
的 m uj N N M
会谈 m v N N M
中 m f N Y M
批评 m v Y N M
指出 m v N N M
， m x N N M
不要 m df N N M
像是 m v N N M
在 m p N N M
完成 m v N N M
美国 m ns N N M
交给 m v N N M
的 m uj N N M
任务 m n N N M
， m x N N M
并 m c N N M
告诫 m v N N M
河野 m ns N N M
多 m m N N M
学学 m n N N M
其 m r N N M
父亲 m n N N M
河野 m ns N N M
洋平 m n N N M
。 e x N N E
王洪光 b nr N N O
： m x N N O
原 m n Y N O
南京军区 m nt N N O
副司令员 m n N N O
、 m x N N O
中将 m n N N O
黄仁伟 m nr N N O
： m x N N O
复旦大学 m nt N N O
一带 m n N N O
一路 m m N N O
及 m c N N O
全球 m n N N O
治理 m v N N O
研究院 m n N N O
常务副 m n N N O
院长 m n N N O
黄靖 m nr N N O
： m x N N O
北京 m ns N N O
语言 m n N N O
大学 m n N N O
学院 m n N N O
教授 m n N N O
暨 m nt N N O
国别 m n N N O
和 m c N Y O
区域 m n N N O
研究院 m n N N O
学术 m n N N O
院长 m n N N O
吴心伯 m nr N N O
： m x N N O
复旦大学 m nt N N O
国际 m n N N O
问题 m n N N O
研究院 m n N N O
院长 m n N N O
朱 m nr N N O
新民 m n N N O
： m x N N O
台湾 m ns N N O
政治 m n N N O
大学教授 m n N N O
罗援 m nr N N O
： m x N N O
中国 m ns N N O
战略 m n N N O
文化 m n N N O
促进会 m v N N O
常务 m n N N O
副会长 m n N N O
兼 m v N N O
秘书长 m n N N O
朱锋 m nr N N O
： m x N N O
南京大学 m nt N N O
南海 m ns N N O
研究 m vn N N O
协同 m n N N O
创新 m v N N O
中心 m n N Y O
执行 m v N N O
主任 m b N N O
周志怀 m nr N N O
： m x N N O
华中师范大学 m nt N N O
台湾 m ns N N O
与 m p N N O
东亚 m ns N N O
研究 m vn N N O
中心 m n N Y O
学术 m n N N O
委员会 m n N N O
主任 m b N N O
戴旭 m nr N N O
： m x N N O
海洋 m ns N N O
安全 m an N Y O
与 m p N N O
合作 m vn N N O
研究院 m n N N O
院长 m n N N O
南海 m ns N N O
、 m x N N O
台海 m ns N N O
哪个 m r N N O
局势 m n N N O
更 m d N N O
紧迫 m d N N O
王洪光 m nr N N O
： m x N N O
我们 m r N N O
国家 m n N N O
有 m v N N O
六个 m m N N O
战略 m n N N O
方向 m n N N O
， m x N N O
其中 m r N N O
东部 m f N N O
三个 m m N N O
， m x N N O
东北亚 m ns N N O
因 m p N N O
朝核问题 m n N N O
缓和 m a N N O
而 m c N N O
趋稳 m v N N O
， m x N N O
剩下 m v N N O
的 m uj N N O
台海 m ns N N O
、 m x N N O
南海 m ns N N O
， m x N N O
南海 m ns N N O
暗流 m n N N O
涌动 m v N N O
， m x N N O
台海 m ns N N O
则 m d N N O
是 m v N Y O
火山 m n N N O
即将 m d N N O
爆发 m v N N O
。 e x N N O
蔡 b nr N N O
英文 m nz N N O
当局 m n N N O
完全 m ad N Y O
配合 m v N N O
美国 m ns N N O
， m x N N O
现在 m t N N O
是 m v N Y O
台海 m ns N N O
的 m uj N N O
动乱 m n N N O
年 m m N N O
， m x N N O
从 m p N N O
主客观 m n N N O
形势 m n N N O
看 m v N N O
都 m d N N O
应 m v Y N O
是 m v N Y O
关注 m v Y N O
重点 m n N Y O
。 e x N N O
而 b c N N O
在 m p N N O
南海 m ns N N O
， m x N N O
当下 m t N N O
我们 m r N N O
没 m v N N O
必要 m d N Y O
把 m p N N O
南海 m ns N N O
风云 m n N N O
主动 m b N Y O
搞 m v N N O
大 m a N Y O
。 e x N N O
其一 b r N N O
， m x N N O
周边国家 m n N N O
对 m p N Y O
南海 m ns N N O
岛礁 m n N N O
有 m v N N O
诉求 m v N N O
， m x N N O
军事 m n N N O
上 m f N Y O
更 m d N N O
多 m m N N O
行动 m vn N N O
容易 m a N Y O
引起 m v N N O
它们 m r N N O
疑虑 m v Y N O
。 e x N N O
现在 b t N N O
南海 m ns N N O
需要 m v Y N O
平静 m a N Y O
， m x N N O
为 m p N N O
南海 m ns N N O
行为 m v N N O
规则 m n N N O
等 m u N N O
协议 m n N N O
磋商 m vn N N O
创造条件 m n N N O
。 e x N N O
其二 b r N N O
， m x N N O
菲 m ns N Y O
、 m x N N O
越 m d N N O
等 m u N N O
国 m n N N O
现在 m t N N O
都 m d N N O
相对 m d N N O
安静 m nr N Y O
， m x N N O
如果 m c N N O
此时 m c N N O
生事 m n N N O
， m x N N O
我们 m r N N O
就 m d N N O
会 m v N Y O
与 m p N N O
美军 m j N N O
直接 m ad N N O
对峙 m v N N O
， m x N N O
甚至 m d N N O
可能 m v N Y O
因 m p N N O
一线 m m N N O
的 m uj N N O
冲突 m vn N N O
导致 m v N N O
战略 m n N N O
对抗 m v N N O
。 e x N N O
在 b p N N O
南海 m ns N N O
我们 m r N N O
需要 m v Y N O
战略 m n N N O
定力 m n N N O
。 e x N N O
只有 b c N N O
当 m t N Y O
硬件 m n N N O
足以 m v N N O
保护 m v N N O
我们 m r N N O
的 m uj N N O
战略 m n N N O
方向 m n N N O
时 m n N N O
， m x N N O
才能 m v N N O
把 m p N N O
战略 m n N N O
守势 m n N N O
变成 m v N N O
攻势 m n N N O
。 e x N N O
朱锋 b nr N N O
： m x N N O
当前 m t N N O
的 m uj N N O
南海 m ns N N O
局势 m n N N O
依然 m d N Y O
复杂 m a N Y O
严峻 m a N Y O
。 e x N N O
第一 b m N N O
， m x N N O
虽然 m c N N O
南海 m ns N N O
仲裁 m vn N N O
结果 m n N N O
成 m v N Y O
了 m ul N N O
一张 m m N N O
废纸 m n N N O
， m x N N O
但 m c N N O
东盟国家 m n N N O
法律化 m ns N N O
的 m uj N N O
操作 m v N N O
与 m p N N O
推动 m v N N O
并未 m d N N O
根本 m a N Y O
改变 m v N N O
。 e x N N O
第二 b m N N O
， m x N N O
南海 m ns N N O
军事化 m n N N O
问题 m n N N O
。 e x N N O
美国 b ns N N B
指责 m v Y N M
中国 m ns N N M
对 m p N Y M
南海 m ns N N M
军事化 m n N N M
， m x N N M
但 m c N N M
实际上 m d N Y M
它 m r N N M
做 m v N N M
得 m ud N N M
才 m d N N M
更 m d N N M
厉害 m a N Y M
。 e x N N E
奥巴马 b ns N N O
两届 m m N N O
任期 m n N N O
在 m p N N O
南海 m ns N N O
“ m x N N O
自由 m a N Y O
航行 m n N N O
” m x N N O
只有 m c N N O
4 m m N N O
次 m t N Y O
， m x N N O
特朗普 m nr N N O
上台 m ns N N O
不到 m v N N O
两年 m m N N O
已有 m v N N O
9 m m N N O
次 m t N Y O
。 e x N N O
第三 b m N N O
， m x N N O
声索 m n N N O
国 m n N N O
行动 m vn N N O
实体化 m vn N N O
， m x N N O
虽然 m c N N O
表面 m n N N O
上 m f N Y O
不怎么 m l N N O
吵闹 m v N N O
了 m ul N N O
， m x N N O
但 m c N N O
私底下 m n N Y O
该 m r N N O
干吗 m v N N O
干吗 m v N N O
， m x N N O
包括 m v N N O
不断 m d N N O
扩建 m v N N O
非法 m b N Y O
占据 m v N N O
的 m uj N N O
岛礁 m n N N O
。 e x N N O
因此 b c N N O
， m x N N O
南海 m ns N N O
问题 m n N N O
是 m v N Y O
树欲静而风不止 m i N N O
， m x N N O
海面 m n N N O
下 m f N Y O
仍然 m d N N O
暗流 m n N N O
涌动 m v N N O
。 e x N N O
就 b d N N O
战略 m n N N O
迫切性 m n N N O
而言 m c N N O
， m x N N O
台海 m ns N N O
问题 m n N N O
不如 m c N N O
南海 m ns N N O
。 e x N N O
美国 b ns N N O
人 m n N N O
很 m d N N O
清楚 m a N Y O
， m x N N O
在 m p N N O
台湾 m ns N N O
问题 m n N N O
上 m f N Y O
做 m v N N O
过 m ug N N O
了 m ul N N O
会 m v N Y O
激怒 m a N N O
中国 m ns N N O
。 e x N N O
黄仁伟 b nr N N O
： m x N N O
首先 m d N N O
， m x N N O
2018 m m N N O
年 m m N N O
中美关系 m nt N N O
以 m p N N O
经济 m n N Y O
博弈 m v N N O
为主 m v N N O
， m x N N O
如果 m c N N O
90 m m N N O
天 m n N N O
谈判 m vn N N O
顺利 m ad N Y O
， m x N N O
经济 m n N Y O
层面 m n N N O
2019 m m N N O
年 m m N N O
不会 m v N N O
像 m v N N O
2018 m m N N O
年 m m N N O
那么 m r N N O
紧张 m a N N O
， m x N N O
但 m c N N O
“ m x N N O
印太 m nr N N O
战略 m n N N O
” m x N N O
等 m u N N O
地缘 m n N N O
政治 m n N N O
问题 m n N N O
可能 m v N Y O
更加 m d N N O
突出 m v N Y O
。 e x N N O
其次 b r N N O
， m x N N O
台湾岛 m ns N N O
内 m n N N O
发生 m v N N O
地方 m n N N O
政治 m n N N O
变迁 m vn N N O
， m x N N O
由 m p N N O
绿变 m n N N O
蓝 m n N N O
。 e x N N O
民进党 b nt N N O
是 m v N Y O
简单 m a N Y O
度过 m v N N O
任期 m n N N O
余下 m m N N O
两年 m m N N O
， m x N N O
还是 m c N N O
会 m v N Y O
更 m d N N O
激烈 m a N N O
地 m uv N N O
搞 m v N N O
“ m x N N O
台独 m ns N N O
” m x N N O
？ m x N N O
它 m r N N O
要 m v N Y O
抓紧 m v Y N O
一切 m r N N O
机会 m n N N O
把 m p N N O
“ m x N N O
台独 m ns N N O
” m x N N O
往前 m t N N O
推 m v Y N O
。 e x N N O
2020 b m N N O
年 m m N N O
下 m f N Y O
台前 m s N N O
能 m v N Y O
做 m v N N O
多少 m m N N O
就 m d N N O
尽量 m d N N O
做 m v N N O
， m x N N O
最后 m f N N O
大选 m v N N O
时 m ng N N O
来 m v N N O
个 m q N N O
“ m x N N O
台独 m ns N N O
” m x N N O
公投 m v N N O
绑 m zg N N O
大选 m v N N O
， m x N N O
挑战 m vn N N O
大陆 m n N N O
“ m x N N O
底线 m n N N O
” m x N N O
。 e x N N O
其三 b r N N O
， m x N N O
2019 m m N N O
年 m m N N O
， m x N N O
南海 m ns N N O
局势 m n N N O
也 m d N N O
会 m v N Y O
趋于 m v N N O
严峻 m a N Y O
， m x N N O
美国 m ns N N O
在 m p N N O
南海 m ns N N O
将 m d N N O
抓紧 m v Y N O
做 m v N N O
“ m x N N O
小动作 m n N N O
” m x N N O
。 e x N N O
我们 b r N N O
要 m v N Y O
做好 m v N N O
在 m p N N O
台海 m ns N N O
、 m x N N O
南海 m ns N N O
两条 m m N N O
战线 m n N N O
“ m x N N O
作战 m v N N O
” m x N N O
的 m uj N N O
准备 m v N N O
。 e x N N O
罗援 b nr N N O
： m x N N O
我 m r N N O
认为 m v N N O
台湾 m ns N N O
问题 m n N N O
是 m v N Y O
当务之急 m i N N O
。 e x N N O
2017 b m N N O
年 m m N N O
12 m m N N O
月 m m N N O
8 m m N N O
日 m m N N O
， m x N N O
中国 m ns N N O
驻 m v N N O
美 m ns Y Y O
公使 m n N N O
李克新 m nr N N O
在 m p N N O
华盛顿 m ns N N O
表示 m v N N O
： m x N N O
“ m x N N O
美国军舰 m nt N N O
抵达 m v N N O
高雄 m nr N N O
之 m u N N O
日 m m N N O
， m x N N O
就是 m d N N O
我 m r N N O
解放军 m nt N N O
武力 m n N N O
统一 m vn N Y O
台湾 m ns N N O
之 m u N N O
时 m n N N O
” m x N N O
。 e x N N O
这 b r N N O
反映 m v N N O
了 m ul N N O
我们 m r N N O
的 m uj N N O
立场 m n N N O
和 m c N Y O
态度 m n N N O
。 e x N N O
实现 b v N N O
中华民族 m nz N N O
完全 m ad N Y O
统一 m vn N Y O
， m x N N O
是 m v N Y O
中华民族 m nz N N O
伟大 m a N Y O
复兴 m a N N O
的 m uj N N O
必然 m d N N O
要求 m v N N O
。 e x N N O
在 b p N N O
台湾 m ns N N O
“ m x N N O
九 m m N N O
合一 m vn N N O
” m x N N O
选举 m v N N O
中 m f N Y O
国民党 m nt N N O
大胜 m nr N N O
， m x N N O
这 m r N N O
是 m v N Y O
历史 m n N N O
给予 m v N N O
国民党 m nt N N O
的 m uj N N O
又 m d N N O
一次 m m N N O
机会 m n N N O
， m x N N O
国民党 m nt N N O
必须 m d N N O
要 m v N Y O
拼 m v N N O
两岸关系 m n N N O
， m x N N O
拼 m v N N O
统一 m vn N Y O
。 e x N N O
若 b c N N O
只 m d N N O
拼 m v N N O
经济 m n N Y O
， m x N N O
这 m r N N O
是 m v N Y O
“ m x N N O
小术 m n N N O
” m x N N O
， m x N N O
拼 m v N N O
统一 m vn N Y O
才 m d N N O
是 m v N Y O
“ m x N N O
大道 m n N N O
” m x N N O
， m x N N O
只 m d N N O
“ m x N N O
反独 m d N N O
” m x N N O
而 m c N N O
不 m d N N O
“ m x N N O
促统 m n N N O
” m x N N O
， m x N N O
就 m d N N O
会 m v N Y O
使 m v N N O
台湾 m ns N N O
走向 m v N N O
“ m x N N O
和平 m nz N Y O
分裂 m v N N O
” m x N N O
。 e x N N O
对于 b p N N O
南海 m ns N N O
问题 m n N N O
， m x N N O
社会 m n N N O
上 m f N Y O
对 m p N Y O
军方 m n N N O
有 m v N N O
一些 m m N N O
怨言 m n N N O
， m x N N O
认为 m v N N O
我们 m r N N O
态度 m n N N O
软弱 m a N Y O
， m x N N O
但 m c N N O
大家 m n N N O
可以 m c N N O
看看 m v N N O
南海 m ns N N O
的 m uj N N O
变化 m vn N N O
再 m d N N O
下 m v N Y O
定论 m n N N O
。 e x N N O
现在 b t N N O
， m x N N O
中国 m ns N N O
已 m d N N O
在 m p N N O
永暑礁 m ns N N O
、 m x N N O
渚 m g N N O
碧 m ng N N O
礁 m n N N O
等 m u N N O
岛礁 m n N N O
上 m f N Y O
修建 m v N N O
机场 m n N N O
， m x N N O
部署 m n N N O
防御性 m n N N O
武器装备 m l N N O
。 e x N N O
11 b m N N O
月 m m N N O
30 m m N N O
日 m m N N O
南部 m f N N O
战区 m n N N O
发言人 m l N N O
就 m d N N O
美 m j Y Y O
舰 m ng N N O
擅闯 m v N N O
我 m r N N O
西沙 m ns N N O
领海 m n N N O
发表声明 m l N N O
， m x N N O
南海 m ns N N O
问题 m n N N O
由此 m c N N O
前 m f N N O
的 m uj N N O
国防部 m nt N N O
发声 m v N N O
进入 m v N N O
主管 m n N N O
作战 m v N N O
的 m uj N N O
战区 m n N N O
发布 m v N N O
声明 m n N N O
， m x N N O
也就是说 m l N N O
进入 m v N N O
了 m ul N N O
备战状态 m n N N O
。 e x N N O
我方 b r N N O
军舰 m n N N O
、 m x N N O
飞机 m n N N O
已 m d N N O
采取 m v N N O
实际行动 m n N N O
对 m p N Y O
入侵 m v N N O
舰艇 m n N N O
进行 m v N N O
取证 m v N N O
、 m x N N O
警告 m n Y N O
和 m c N Y O
驱赶 m v N N O
。 e x N N O
因此 b c N N B
， m x N N M
我们 m r N N M
要 m v N Y M
有 m v N N M
国防 m n N N M
自信 m v N N M
， m x N N M
要 m v N Y M
有 m v N N M
战略 m n N N M
定力 m n N N M
， m x N N M
我们 m r N N M
正在 m t N N M
逐渐 m d N N M
掌握 m v N N M
战略 m n N N M
主动权 m n N N M
， m x N N M
正在 m t N N M
积累 m v N N M
“ m x N N M
打 m v N N M
则 m d N N M
必胜 m v N N M
” m x N N M
的 m uj N N M
把握 m v N N M
度 m zg N N M
。 e x N N E
美国 b ns N N B
不要 m df N N M
太 m d N N M
猖狂 m a N Y M
， m x N N M
正 m d N Y M
所谓 m b N Y M
“ m x N N M
别 m d N N M
看 m v N N M
现在 m t N N M
闹 m v N Y M
得 m ud N N M
欢 m a Y N M
， m x N N M
就 m d N N M
怕 m v Y N M
以后 m f N N M
拉 m v N N M
清单 m a N N M
” m x N N M
。 e x N N E
黄靖 b nr N N O
： m x N N O
南海 m ns N N O
、 m x N N O
台海 m ns N N O
都 m d N N O
是 m v N Y O
中美 m ns N N O
博弈 m v N N O
的 m uj N N O
焦点 m n N N O
， m x N N O
但 m c N N O
台海 m ns N N O
不是 m c N N O
主要 m b N Y O
方向 m n N N O
。 e x N N O
现在 b t N N O
台湾 m ns N N O
已 m d N N O
是 m v N Y O
美国 m ns N N O
的 m uj N N O
负 m n N Y O
资产 m n N N O
， m x N N O
在 m p N N O
台海 m ns N N O
与 m p N N O
中国 m ns N N O
对抗 m v N N O
美国 m ns N N O
毫无 m v N N O
胜算 m vn N N O
， m x N N O
毕竟 m d N N O
台湾 m ns N N O
到 m v N Y O
大陆 m n N N O
只有 m c N N O
140 m m N N O
公里 m q N N O
。 e x N N O
中 b f N Y O
美 m ns Y Y O
今后 m t N N O
最 m d N N O
重要 m a N Y O
的 m uj N N O
战略 m n N N O
平衡 m a N Y O
焦点 m n N N O
是 m v N Y O
南海 m ns N N O
。 e x N N O
以 b p N N O
南海 m ns N N O
为 m p N N O
抓手 m v N N O
制约 m n N N O
中国 m ns N N O
， m x N N O
美国 m ns N N O
自 m p N N O
认为 m v N N O
占据 m v N N O
有利条件 m l N N O
： m x N N O
第一 m m N N O
， m x N N O
领土 m n N N O
争端 m n N N O
牵涉 m v N N O
多方 m m N N O
， m x N N O
而且 m c N N O
是 m v N Y O
中国 m ns N N O
一对 m m N N O
多 m m N N O
。 e x N N O
第二 b m N N O
， m x N N O
南海 m ns N N O
争议 m n N N O
牵涉 m v N N O
亚太 m nr N N O
唯一 m b N N O
的 m uj N N O
国际 m n N N O
组织 m v N N O
东盟 m j N N O
， m x N N O
东盟 m j N N O
对 m p N Y O
中国 m ns N N O
的 m uj N N O
态度 m n N N O
模糊 m a N Y O
而且 m c N N O
复杂 m a N Y O
。 e x N N O
第三 b m N N O
， m x N N O
美 m j Y Y O
在 m p N N O
南海 m ns N N O
有 m v N N O
泰国 m ns N N O
、 m x N N O
菲律宾 m ns N N O
、 m x N N O
新加坡 m ns N N O
等 m u N N O
盟国 m n N N O
或 m c N N O
准 m v Y Y O
盟国 m n N N O
， m x N N O
日本 m ns N N O
、 m x N N O
印度 m ns N N O
、 m x N N O
澳大利亚 m ns N N O
等 m u N N O
也 m d N N O
倾向 m v Y N O
于 m p N N O
美国 m ns N N O
， m x N N O
可以 m c N N O
最大 m a N N O
限度 m n N N O
发挥 m v N N O
战略 m n N N O
优势 m n N N O
。 e x N N O
放在 b v N N O
中美关系 m nt N N O
大 m a N Y O
格局 m n N N O
中 m f N Y O
思考 m v N N O
戴旭 m nr N N O
： m x N N O
我们 m r N N O
思考问题 m n N N O
， m x N N O
要 m v N Y O
放在 m v N N O
中美关系 m nt N N O
大 m a N Y O
格局 m n N N O
下 m f N Y O
。 e x N N O
美国 b ns N N O
已经 m d N N O
成立 m v N N O
印太 m nr N N O
战区 m n N N O
， m x N N O
我们 m r N N O
要 m v N Y O
与 m p N N O
美国 m ns N N O
思维 m n N N O
同步 m d N N O
， m x N N O
不能 m v N N O
把 m p N N O
视野 m n N N O
放小 m v N N O
了 m ul N N O
。 e x N N O
南海 b ns N N O
、 m x N N O
台海 m ns N N O
局势 m n N N O
不容乐观 m l N N O
， m x N N O
但 m c N N O
我 m r N N O
认为 m v N N O
我们 m r N N O
应 m v Y N O
把握 m v N N O
主动权 m n N N O
， m x N N O
主动 m b N Y O
引导 m v N N O
态势 m n N N O
。 e x N N O
美国 b ns N N O
到 m v N Y O
中国 m ns N N O
周边 m f N N O
点火 m v N N O
， m x N N O
我们 m r N N O
怎么 m r N N O
不能 m v N N O
去 m v N N O
美国 m ns N N O
西海岸 m s N N O
、 m x N N O
怎么 m r N N O
不能 m v N N O
去 m v N N O
夏威夷 m nr N N O
呢 m y N N O
？ m x N N O
为什么 m r N N O
把 m p N N O
战场 m n N N O
放在 m v N N O
南海 m ns N N O
、 m x N N O
台湾 m ns N N O
呢 m y N N O
？ m x N N O
如果 m c N N O
台海 m ns N N O
局势 m n N N O
紧张 m a N N O
， m x N N O
反而 m c N N O
会 m v N Y O
加速 m v N N O
我们 m r N N O
的 m uj N N O
统一 m vn N Y O
， m x N N O
只不过 m c N N O
是 m v N Y O
新 m a N Y O
解放战争 m nz N N O
的 m uj N N O
开头 m v N N O
而已 m y N N O
。 e x N N O
现在 b t N N O
把 m p N N O
内部 m f N N O
问题 m n N N O
延伸 m v N N O
为 m p N N O
外交 m n N N O
问题 m n N N O
， m x N N O
原因 m n N N O
是 m v N Y O
一些 m m N N O
人 m n N N O
在 m p N N O
思维 m n N N O
上 m f N Y O
放弃 m v N N O
了 m ul N N O
战略 m n N N O
主动 m b N Y O
意识 m n N N O
。 e x N N O
所以 b c N N O
我们 m r N N O
要 m v N Y O
做好 m v N N O
准备 m v N N O
， m x N N O
只要 m c N N O
战略 m n N N O
机遇 m n N N O
出现 m v N N O
， m x N N O
就要 m d N N O
主动 m b N Y O
拿下 m v N N O
。 e x N N O
南海 b ns N N O
问题 m n N N O
也 m d N N O
是 m v N Y O
这样 m r N N O
。 e x N N O
美国 b ns N N O
常 m d N Y O
说 m v Y N O
“ m x N N O
航行 m n N N O
自由 m a N Y O
” m x N N O
， m x N N O
我们 m r N N O
从没 m d N N O
影响 m vn N N O
它 m r N N O
在 m p N N O
国际水域 m n N N O
的 m uj N N O
自由 m a N Y O
， m x N N O
但 m c N N O
在 m p N N O
我们 m r N N O
领海 m n N N O
就 m d N N O
不行 m v N Y O
。 e x N N O
我方 b r N N O
军舰 m n N N O
去 m v N N O
拦截 m v N N O
， m x N N O
很多 m m N N O
人 m n N N O
还 m d N N O
害怕 m v Y N O
， m x N N O
我 m r N N O
不 m d N N O
知道 m v N N O
害怕 m v Y N O
什么 m r N N O
。 e x N N O
朱锋 b nr N N O
： m x N N O
美国 m ns N N O
人 m n N N O
对 m p N Y O
中国 m ns N N O
人 m n N N O
在 m p N N O
变脸 m v Y N O
， m x N N O
所以 m c N N O
南海 m ns N N O
、 m x N N O
台海 m ns N N O
问题 m n N N O
必须 m d N N O
放在 m v N N O
中美关系 m nt N N O
发生 m v N N O
战略性 m n N N O
变化 m vn N N O
的 m uj N N O
背景 m n N N O
下 m f N Y O
思考 m v N N O
。 e x N N O
什么 b r N N O
可能 m v N Y O
成为 m v N N O
中美关系 m nt N N O
最 m d N N O
具 m v N N O
颠覆性 m i N N O
的 m uj N N O
节点 m n N N O
？ m x N N O
我 m r N N O
觉得 m v N N O
是 m v N Y O
9 m m N N O
月 m m N N O
30 m m N N O
